0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.882038222214867793e-07,7.841825925895282912e-08,4.999999411863055299e-01,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.499966061972666630e-06,6.249858591552777625e-07,4.999995312606055897e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.300836166375793285e-06,0.000000000000000000e+00,9.999999999945522466e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999999945522466e-01,0.000000000000000000e+00,-3.300836166375793285e-06,5.043306165275168691e-06,2.101377568864653621e-06,4.999984239668233688e-01,0.000000000000000000e+00,1.000000000000000000e+00
-7.794664204246531746e-06,0.000000000000000000e+00,9.999999999696216335e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999999696216335e-01,0.000000000000000000e+00,-7.794664204246531746e-06,1.190936964345458729e-05,4.962237351439411228e-06,4.999962783219864537e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.516637462664581967e-05,0.000000000000000000e+00,9.999999998849905536e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999998849905536e-01,0.000000000000000000e+00,-1.516637462664581967e-05,2.317251351078449030e-05,9.655213962826871807e-06,4.999927585895278526e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.610820032683899109e-05,0.000000000000000000e+00,9.999999996591809603e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999996591809603e-01,0.000000000000000000e+00,-2.610820032683899109e-05,3.989039172213049427e-05,1.662099655088770595e-05,4.999875342525868516e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.130149798702348107e-05,0.000000000000000000e+00,9.999999991470931437e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999991470931437e-01,0.000000000000000000e+00,-4.130149798702348107e-05,6.310404061059425780e-05,2.629335025441427521e-05,4.999802799873092063e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.141680399300069790e-05,0.000000000000000000e+00,9.999999981139880978e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999981139880978e-01,0.000000000000000000e+00,-6.141680399300069790e-05,9.383796432515750341e-05,3.909915180214896201e-05,4.999706756361483873e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.711389034526716222e-05,0.000000000000000000e+00,9.999999962055849956e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999962055849956e-01,0.000000000000000000e+00,-8.711389034526716222e-05,1.331002202683260495e-04,5.545842511180252741e-05,4.999584061811661595e-01,0.000000000000000000e+00,1.000000000000000000e+00
