5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,-1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.974713076906590037e-01,-6.324854390013245203e-03,4.948611544275472451e-01,-1.692615381317969566e-03,-1.558714968837587644e+00,-5.429823801042919134e-04,-1.153837557720469899e-02,2.770191227359564732e-17,-9.637292165802996413e-02,-2.000000000000000111e-01,-1.783557881082437069e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.949654285295727041e-01,-1.259175842542995319e-02,4.897171624441812865e-01,-3.373869405321472392e-03,-1.546563016006752056e+00,-1.581482826686501746e-03,-2.265182796145782593e-02,2.089907616605610739e-17,-1.909143580809010421e-01,-4.000000000000000222e-01,-3.541404647010707452e-01,-4.000000000000000222e-01,0.000000000000000000e+00
4.924825238145021933e-01,-1.880177505828571974e-02,4.845678923045886877e-01,-5.044546023357777097e-03,-1.534138008375049989e+00,-3.555200959152457225e-03,-3.310602742079497840e-02,1.558092297472209928e-06,-2.836615663149452127e-01,-6.000000000000000888e-01,-5.273860573816119279e-01,-6.000000000000000888e-01,0.000000000000000000e+00
4.900224620369300621e-01,-2.495449349836196054e-02,4.794127787866487300e-01,-6.704835162258713545e-03,-1.521054506270079765e+00,-7.279954304737002932e-03,-4.246875693612792158e-02,3.643508573596669071e-06,-3.746012633693112104e-01,-8.000000000000000444e-01,-6.980835468035795355e-01,-8.000000000000000444e-01,0.000000000000000000e+00
4.875853304205819971e-01,-3.104935022465079783e-02,4.742512111742013259e-01,-8.355359868707694024e-03,-1.506611038073627729e+00,-1.426183452012531536e-02,-4.993689610878101343e-02,7.024007943161108755e-06,-4.637189036088010807e-01,-1.000000000000000000e+00,-8.662155594467755293e-01,-1.000000000000000000e+00,0.000000000000000000e+00
4.851711477278896623e-01,-3.708212442000131254e-02,4.690814510249198821e-01,-9.996599017746216065e-03,-1.489523282487881906e+00,-2.725318162750291553e-02,-5.404305937316672415e-02,1.198181627101523520e-05,-5.508848364748211157e-01,-1.199999999999999956e+00,-1.031651836454820836e+00,-1.199999999999999956e+00,0.000000000000000000e+00
4.827798472873656710e-01,-4.303689056934797974e-02,4.638980921767803522e-01,-1.162885438244391952e-02,-1.467479836169860219e+00,-5.120176352169637790e-02,-5.215151086676747538e-02,1.878329271044504068e-05,-6.356027746680552593e-01,-1.399999999999999911e+00,-1.193898252088200440e+00,-1.399999999999999911e+00,0.000000000000000000e+00
4.804110144552368733e-01,-4.885945078135604108e-02,4.586836107415626085e-01,-1.325172678507181498e-02,-1.436482829137909478e+00,-9.463802104819921124e-02,-3.973030363674939780e-02,2.767937638824529561e-05,-7.161754609012003225e-01,-1.599999999999999867e+00,-1.351270992247205260e+00,-1.599999999999999867e+00,0.000000000000000000e+00
4.780630454078301228e-01,-5.438244703908989841e-02,4.533843013350311035e-01,-1.486243843613413960e-02,-1.390441986683768283e+00,-1.704558873786434503e-01,-9.976398055353080663e-03,3.890603356837153541e-05,-7.873489937585604892e-01,-1.799999999999999822e+00,-1.498568153167858075e+00,-1.799999999999999822e+00,0.000000000000000000e+00
