0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.568365185179056582e-07,0.000000000000000000e+00,4.999999411863055299e-01,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.249971718310555525e-06,0.000000000000000000e+00,4.999995312606055897e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.300836166375793285e-06,0.000000000000000000e+00,9.999999999945522466e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999999945522466e-01,0.000000000000000000e+00,-3.300836166375793285e-06,4.202755137729307242e-06,0.000000000000000000e+00,4.999984239668233688e-01,0.000000000000000000e+00,1.000000000000000000e+00
-7.794664204246531746e-06,0.000000000000000000e+00,9.999999999696216335e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999999696216335e-01,0.000000000000000000e+00,-7.794664204246531746e-06,9.924474702878822456e-06,0.000000000000000000e+00,4.999962783219864537e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.516637462664581967e-05,0.000000000000000000e+00,9.999999998849905536e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999998849905536e-01,0.000000000000000000e+00,-1.516637462664581967e-05,1.931042792565374361e-05,0.000000000000000000e+00,4.999927585895278526e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.610820032683899109e-05,0.000000000000000000e+00,9.999999996591809603e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999996591809603e-01,0.000000000000000000e+00,-2.610820032683899109e-05,3.324199310177541189e-05,0.000000000000000000e+00,4.999875342525868516e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.130149798702348107e-05,0.000000000000000000e+00,9.999999991470931437e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999991470931437e-01,0.000000000000000000e+00,-4.130149798702348107e-05,5.258670050882855042e-05,0.000000000000000000e+00,4.999802799873092063e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.141680399300069790e-05,0.000000000000000000e+00,9.999999981139880978e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999981139880978e-01,0.000000000000000000e+00,-6.141680399300069790e-05,7.819830360429792402e-05,0.000000000000000000e+00,4.999706756361483873e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.711389034526716222e-05,0.000000000000000000e+00,9.999999962055849956e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999962055849956e-01,0.000000000000000000e+00,-8.711389034526716222e-05,1.109168502236050548e-04,0.000000000000000000e+00,4.999584061811661595e-01,0.000000000000000000e+00,1.000000000000000000e+00
