5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,-1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.975751216215947847e-01,-6.131820638999843122e-03,4.948040072135376222e-01,-1.626510275235390100e-03,-1.559104587159668487e+00,-7.893340226223888138e-04,-1.090240561260561597e-02,4.319342331225551739e-17,-9.207206711919622977e-02,-1.999999999999999833e-01,-1.706891766506461183e-01,-1.999999999999999833e-01,0.000000000000000000e+00
4.951726841210281616e-01,-1.221188484819527367e-02,4.896037159427674701e-01,-3.245410282759318352e-03,-1.547073837813147890e+00,-2.620965582755724159e-03,-2.110152339899282539e-02,4.515939408186096519e-17,-1.825112989495565885e-01,-4.000000000000000777e-01,-3.390179611309569463e-01,-4.000000000000000777e-01,0.000000000000000000e+00
4.927926945384327739e-01,-1.824059637510756782e-02,4.843988495131495431e-01,-4.857102241761499135e-03,-1.534086977655412243e+00,-6.825928938532715290e-03,-2.988631651127252042e-02,1.538991971191922203e-06,-2.713322229418789755e-01,-6.000000000000001998e-01,-5.050006526432141429e-01,-6.000000000000001998e-01,0.000000000000000000e+00
4.904348568742252779e-01,-2.421432370411945312e-02,4.791879181026941215e-01,-6.461379699282977611e-03,-1.518759320713868766e+00,-1.636600511689685622e-02,-3.567785916838710908e-02,3.595473990654690839e-06,-3.584189074953546550e-01,-8.000000000000003775e-01,-6.685309162046823017e-01,-8.000000000000003775e-01,0.000000000000000000e+00
4.880990166501098515e-01,-3.011600653005892456e-02,4.739653060730597001e-01,-8.058316233013937402e-03,-1.498081183504549774e+00,-3.769567306595155570e-02,-3.503284753514524646e-02,6.930533188996294207e-06,-4.432393774211448312e-01,-1.000000000000000444e+00,-8.290817849754797964e-01,-1.000000000000000444e+00,0.000000000000000000e+00
4.857845443517121442e-01,-3.586209793664477813e-02,4.687047994350588276e-01,-9.647034745307493317e-03,-1.465910677092212122e+00,-8.394231377711584841e-02,-2.096641872313513566e-02,1.182393396660587691e-05,-5.231815161296763383e-01,-1.200000000000000622e+00,-9.840615518846956844e-01,-1.200000000000000622e+00,0.000000000000000000e+00
4.834889905587131387e-01,-4.112986009265748311e-02,4.633053201573177904e-01,-1.122302975425543484e-02,-1.412784960679883683e+00,-1.751512899660221945e-01,1.710332471327837001e-02,1.854021181523633589e-05,-5.881413371827615144e-01,-1.400000000000000799e+00,-1.123445643279223916e+00,-1.400000000000000799e+00,0.000000000000000000e+00
4.810221737390405483e-01,-4.521098890921171343e-02,4.576480287765376520e-01,-1.277460702906770516e-02,-1.335867473378441472e+00,-3.167241524558981891e-01,8.174075303207624377e-02,2.732873461991207499e-05,-6.168398623783356571e-01,-1.600000000000000977e+00,-1.226147252933387000e+00,-1.594026286515523472e+00,0.000000000000000000e+00
4.773063171217651335e-01,-4.762344841364266057e-02,4.521872220490673611e-01,-1.428067363817936072e-02,-1.249356956594457779e+00,-4.765560439766514111e-01,1.560710012473883745e-01,3.976809524044198701e-05,-5.994406099202707061e-01,-1.800000000000001155e+00,-1.282537220185242299e+00,-1.747343523265358467e+00,0.000000000000000000e+00
