5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,-1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.973181448816773598e-01,-6.942524251044279379e-03,4.950436056696410070e-01,-1.995231654516436796e-03,-1.556378638440653495e+00,-1.071287118611653029e-03,-1.334640123563145264e-02,-3.558809317845680489e-16,-1.130514340585930949e-01,-1.999999999999999833e-01,-1.999999999999999833e-01,-1.999999999999999833e-01,0.000000000000000000e+00
4.945554425141539534e-01,-1.385632722987483259e-02,4.900935640481585698e-01,-3.965027559276033779e-03,-1.541289636793990114e+00,-4.056759370336552283e-03,-2.544993063056977256e-02,-3.479073453553041862e-16,-2.234817151957261827e-01,-4.000000000000000777e-01,-4.000000000000000777e-01,-4.000000000000000777e-01,0.000000000000000000e+00
4.917101366944348628e-01,-2.074091247613419481e-02,4.851499656202947763e-01,-5.907687608217662874e-03,-1.523993663907217577e+00,-1.225387368393747282e-02,-3.455168893633254329e-02,1.533065352331134484e-06,-3.312339054616744716e-01,-6.000000000000001998e-01,-6.000000000000001998e-01,-6.000000000000001998e-01,0.000000000000000000e+00
4.888024616697685398e-01,-2.756714171683808529e-02,4.802041519694348337e-01,-7.820828258682894704e-03,-1.500431998868361427e+00,-3.435352447155720634e-02,-3.601767365596891118e-02,3.573037243761301807e-06,-4.357161879200686094e-01,-8.000000000000003775e-01,-7.987521674686290929e-01,-8.000000000000003775e-01,0.000000000000000000e+00
4.859127288355601926e-01,-3.416954322317503762e-02,4.752049323392477098e-01,-9.702641306568922722e-03,-1.460650970542020310e+00,-9.163839298267117961e-02,-1.852037069872120717e-02,6.872682621603342231e-06,-5.330714550559222387e-01,-1.000000000000000444e+00,-9.897956149135542780e-01,-1.000000000000000444e+00,0.000000000000000000e+00
4.830410984151322085e-01,-3.992397066040583725e-02,4.699568440428124050e-01,-1.154472092403628462e-02,-1.388055474080649221e+00,-2.187151564896772094e-01,3.643291052804924907e-02,1.170142948052887435e-05,-6.038351945476029270e-01,-1.200000000000000622e+00,-1.153660635404371693e+00,-1.200000000000000622e+00,0.000000000000000000e+00
4.801758260849655624e-01,-4.379249523016674056e-02,4.641317341284880160e-01,-1.333412809293567196e-02,-1.285880599771424437e+00,-3.787151564896773515e-01,1.242382330980836003e-01,6.090397850494606543e-05,-6.154832523307923742e-01,-1.400000000000000799e+00,-1.258060234211107797e+00,-1.399856396003407610e+00,0.000000000000000000e+00
4.764588618278002841e-01,-4.581941778205525506e-02,4.582238609158984510e-01,-1.508031849888932449e-02,-1.179737508713421423e+00,-5.387151564896774936e-01,2.154003788798161401e-01,2.467963106244704542e-04,-5.737183046705012224e-01,-1.600000000000000977e+00,-1.308591421705528779e+00,-1.571644637346863105e+00,0.000000000000000000e+00
4.716514027771998019e-01,-4.656795174144724020e-02,4.525364426470713242e-01,-1.676835175622550314e-02,-1.080855428854869515e+00,-6.987151564896776357e-01,2.965848510930863546e-01,5.414313634104667454e-04,-4.971375742909301954e-01,-1.800000000000001155e+00,-1.323890933740745179e+00,-1.707661996857973374e+00,0.000000000000000000e+00
4.661768519910649555e-01,-4.653860263297161098e-02,4.469839144666714614e-01,-1.837055522205694597e-02,-9.911429179452416749e-01,-8.559675118401806060e-01,3.652352223462673186e-01,8.683351790727956813e-04,-3.990702382569215056e-01,-1.999776038351854135e+00,-1.317417139539164506e+00,-1.821540877870722941e+00,0.000000000000000000e+00
4.605407937950076191e-01,-4.601352629250720500e-02,4.416327315343932525e-01,-1.987179587732605668e-02,-9.092872573769645861e-01,-9.967341135964958854e-01,4.227165688387466980e-01,1.184687065063581499e-03,-2.881384817991395897e-01,-2.191635437342707160e+00,-1.297848852785891793e+00,-1.922036807157065263e+00,0.000000000000000000e+00
4.549201631844886351e-01,-4.518139153177075373e-02,4.364598371141776290e-01,-2.127403163475221140e-02,-8.333526327079979756e-01,-1.122569531638731188e+00,4.712008860854788872e-01,1.489114029537338003e-03,-1.695610671131655700e-01,-2.375033908276480865e+00,-1.270384818523069503e+00,-2.014321897667687988e+00,0.000000000000000000e+00
4.493162586223969912e-01,-4.415833616106876885e-02,4.314054559407612954e-01,-2.258044627556088021e-02,-7.618482375250020810e-01,-1.236546841356019444e+00,5.122696428857572704e-01,1.782270337155443182e-03,-4.612864928523788266e-02,-2.552691843332779431e+00,-1.237794643070100786e+00,-2.101137590349027029e+00,0.000000000000000000e+00
4.437304029076040712e-01,-4.301138688295486762e-02,4.264358216287643111e-01,-2.379421314459339090e-02,-6.936774093799633611e-01,-1.340843514541394166e+00,5.470028503345790716e-01,2.064777215498174705e-03,8.053682143417925654e-02,-2.726159622996051191e+00,-1.201678833411537139e+00,-2.184055708951444963e+00,0.000000000000000000e+00
4.381639398996344248e-01,-4.178227274142043424e-02,4.215305400196893704e-01,-2.491849270847865463e-02,-6.280158057487625900e-01,-1.437019311660069576e+00,5.761351309191742320e-01,2.337224146052991908e-03,2.094146476796797662e-01,-2.896385244443436591e+00,-1.163036302242596243e+00,-2.264046035322269557e+00,0.000000000000000000e+00
4.326182203558671113e-01,-4.049859951684802589e-02,4.166766634121319979e-01,-2.595641919827151867e-02,-5.642232429508921010e-01,-1.526212376240435820e+00,6.001636526372697844e-01,2.600170120717425377e-03,3.398194994015964476e-01,-3.063980970443043184e+00,-1.122530483124906109e+00,-2.341742728717649769e+00,0.000000000000000000e+00
4.270945883838658808e-01,-3.917957200080905006e-02,4.118656578609123375e-01,-2.691108784024353121e-02,-5.017858151458294280e-01,-1.609266785123475874e+00,6.194177989918075999e-01,2.854144863818067722e-03,4.712654559394406362e-01,-3.229360017454878662e+00,-1.080625508027924786e+00,-2.417580794288622048e+00,0.000000000000000000e+00
4.215943713240997703e-01,-3.783915287815859535e-02,4.070917320283718999e-01,-2.778554549115142686e-02,-4.402783842871988984e-01,-1.686815317992366614e+00,6.341044291683183287e-01,3.099650019738268980e-03,6.033910631973311567e-01,-3.392812043718644421e+00,-1.037661314159926018e+00,-2.491871407162497221e+00,0.000000000000000000e+00
